,id,title,combined_features
772,14164,Dragonball Evolution,"the young warrior son goku sets out on a quest, racing against time and the vengeful king piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power. Action Adventure Fantasy ScienceFiction Thriller karate superhero revenge dragon duringcreditsstinger ChowYun-fat JustinChatwin JoonPark JamieChung EmmyRossum JamesMarsters RandallDukKim ErnieHudson TexasBattle ShavonKirksey ErikoTamura LuisArrieta RichardBlake JulianSedgwick MegumiSeki JamesWong"
773,294600,Last I Heard,"released from federal prison after 20 years due to his ailing health, a formerly powerful new york mobster moves back home and attempts to reconnect with former life in this poignant sopranos-esque character study. Drama Comedy PaulSorvino ChazzPalminteri MichaelRapaport ReneeProps DavidRodriguez"
774,346,Seven Samurai,"a samurai answers a village's request for protection after he falls on hard times. the town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food. a giant battle occurs when 40 bandits attack the village. Action Drama japan samurai peasant looting rice fencing village moralambiguity battle practice 16thcentury ToshirōMifune TakashiShimura YoshioInaba SeijiMiyaguchi MinoruChiaki DaisukeKatô IsaoKimura KeikoTsushima YukikoShimazaki KamatariFujiwara YoshioKosugi BokuzenHidari YoshioTsuchiya KokutenKôdô EijirôTôno JunTatara AtsushiWatanabe ToranosukeOgawa IsaoYamagata KichijirôUeda SôjinKamiyama GenShimizu KeijiSakakida ShinpeiTakagi ShinÔtomo ToshioTakahara HiroshiSugi HiroshiHayashi SachioSakai SôkichiMaki IchirôChiba NorikoSengoku NorikoHonma MasanobuÔkubo EtsuoSaijo MinoruItô HaruyaSakamoto GorôSakurai HideoShibuya KiyoshiKamoda SenkichiÔmura TakashiNarita ShôichiHirose KôjiUno MasaakiTachibana KamayukiTsubono TaijiNaka ChindanjiMiyagawa ShigemiSunagawa AkiraTani AkioKusama RyûtarôAmami JunMikami HaruoNakajima SanpeiMine MasahideMatsushita KaneoIkeda TakuzôKumagaya IppeiKawagoe IppeiKawagoe JirôSuzukawa JunpeiNatsuki KyôichiKamiyama HaruoSuzuki GorôAmano AkiraKitchôji KôjiIwamoto HiroshiAkitsu AkiraYamada KazuoImai EisukeNakanishi TokuIhara HideoÔtsuka ShûÔe YasuhisaTsutsumi YasumasaÔnishi TsuneoKatagiri MegeruShimoda MasayoshiKawabe ShigeoKatô YoshikazuKawamata TakeshiSeki HarukoToyama TsurukoMano MatsueOno TsurueIchimanji MasakoÔshiro KyôkoOzawa MichikoKadono ToshikoNakano ShizukoAzuma KeikoMori MichikoKawabe YûkoTogawa YayokoKitano MisaoSuyama TorikoTakahara TakeshiKatô TatsuyaNakadai KenUtsui RenYamamoto AkiraKurosawa"
775,8859,"Dude, Where’s My Car?","jesse and chester, two bumbling stoners, wake up one morning from a night of partying and cannot remember where they parked their car. they encounter a variety of people while looking for it, including their angry girlfriends, an angry street gang, a transexual stripper, a cult of alien seeking fanatics, and aliens in human form looking for a mystical device that could save or destroy the world. Comedy dude amnesia idiot auto friendship cannabis hangover spoof teenager drug alcoholabuse celebration car duringcreditsstinger child AshtonKutcher SeannWilliamScott KristySwanson JenniferGarner MarlaSokoloff DavidHerman HalSparks CharlieO'Connell JohnToles-Bey ChristianMiddelthon DaveBannick Turtle BobClendenin MaryLynnRajskub KevinChristy DannyLeiner"
776,97020,RoboCop,"in robocop, the year is 2028 and multinational conglomerate omnicorp is at the center of robot technology. overseas, their drones have been used by the military for years, but have been forbidden for law enforcement in america. now omnicorp wants to bring their controversial technology to the home front, and they see a golden opportunity to do it. when alex murphy – a loving husband, father and good cop doing his best to stem the tide of crime and corruption in detroit – is critically injured, omnicorp sees their chance to build a part-man, part-robot police officer. omnicorp envisions a robocop in every city and even more billions for their shareholders, but they never counted on one thing: there is still a man inside the machine. Action ScienceFiction cyborg future dystopia police remake violence detroit JoelKinnaman GaryOldman MichaelKeaton AbbieCornish JackieEarleHaley MichaelKennethWilliams JenniferEhle JayBaruchel MarianneJean-Baptiste SamuelL.Jackson AimeeGarcia DouglasUrbanski JohnPaulRuttan PatrickGarrow K.C.Collins WBBrownII JoséPadilha"
777,19994,Jennifer's Body,a newly possessed cheerleader turns into a killer who specializes in offing her male classmates. can her best friend put an end to the horror? Comedy Horror bloodthirstiness highschool sexualmurder horror gore slumberparty demon succubus candlelightvigil duringcreditsstinger womandirector MeganFox AmandaSeyfried JohnnySimmons AdamBrody J.K.Simmons KyleGallner AmySedaris CynthiaStevenson CarrieGenzel JuanRiedinger ChrisPratt JunoRinaldi AmanJohal EveHarlow GenevieveBuechner MichaelBean CandusChurchill DiabloCody LanceHenriksen MeganCharpentier KarynKusama
778,109729,The Canyons,"the discovery of an illicit love affair leads two young angelenos on a violent, sexually charged tour through the dark side of human nature. Thriller Drama sex adultery jealousy nudity seduction control liar hollywood fear threesome possessiveness psychotherapy filmindustry snooping mindgames affair trustfundbaby LindsayLohan JamesDeen GusVanSant NolanGerardFunk AmandaBrooks TenilleHouston JarodEinsohn ChrisZeischegg VictorofAquitaine JimBoeven PhilipPavel LilyLaBeau ThomasTrussell AlexAshbaugh ChrisSchellenger LaurenSchacher DianaGitelman AndresDeLaFuente PaulSchrader"
779,9469,He Got Game,a basketball player's father must try to convince him to go to a college so he can get a shorter sentence. Drama prison fathersonrelationship homicide begnadigung releasefromprison forgiveness college basketball independentfilm DenzelWashington RayAllen MillaJovovich RosarioDawson HillHarper JillKelly ChaseyLain JohnTurturro NedBeatty RobinRoberts MichaelJordan ScottiePippen CharlesBarkley ReggieMiller ShaquilleO'Neal BillWalton DickVitale BobbyCremins RickPitino JimBoeheim GeorgeKarl ClemHaskins DennyCrum NolanRichardson RoyWilliams JohnChaney JohnThompson LuteOlson DeanSmith SpikeLee
780,562,Die Hard,"nypd cop, john mcclane's plan to reconcile with his estranged wife is thrown for a serious loop when minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. with little help from the lapd, wisecracking mcclane sets out to single-handedly rescue the hostages and bring the bad guys down. Action Thriller helicopter journalist basedonnovel terrorist skyscraper christmasparty s.w.a.t. hostage kidnapping vault fistfight murder heist shootout losangeles onemanarmy explosion violence fbiagent walkietalkie christmaseve elevatorshaft onenight actionhero BruceWillis AlanRickman AlexanderGodunov BonnieBedelia ReginaldVelJohnson PaulGleason De'voreauxWhite WilliamAtherton ClarenceGilyardJr. HartBochner JamesShigeta BrunoDoyon AndreasWisniewski JoeyPlewa LorenzoCaccialanza GerardBonn DennisHayden AlLeong GaryRoberts HansBuhringer WilhelmvonHomburg RobertDavi GrandL.Bush TracyReiner TaylorFry NoahLand BillMarcus RickDucommun MattLanders CarmineZozzora GeorgeChristy AnthonyPeck DavidUrsin MaryEllenTrainor SelmaArcherd RebeccaBroussard KymMalin BettyCarvalho KipWaldo RickCicetti BobJennings DavidKatz RobertLesser StellaHall TerriLynnDoss CharliePicerni MarkWinn JohnMcTiernan"
781,1360,Frida,"""frida"" chronicles the life frida kahlo shared unflinchingly and openly with diego rivera, as the young couple took the art world by storm. from her complex and enduring relationship with her mentor and husband to her illicit and controversial affair with leon trotsky, to her provocative and romantic entanglements with women, frida kahlo lived a bold and uncompromising life as a political, artistic, and sexual revolutionary Drama Romance painter loveofone'slife disabled womandirector SalmaHayek AlfredMolina MíaMaestro PatriciaReyesSpíndola DiegoLuna RogerRees AshleyJudd AntonioBanderas EdwardNorton SaffronBurrows GeoffreyRush MargaritaSanz OmarRodríguez LilaDowns JulieTaymor"
782,74,War of the Worlds,"ray ferrier is a divorced dockworker and less-than-perfect father. soon after his ex-wife and her new husband drop of his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down. Adventure Thriller ScienceFiction posttraumaticstressdisorder newjersey airplane dystopia daughter apocalypse alieninvasion humansubjugation TomCruise DakotaFanning MirandaOtto JustinChatwin TimRobbins CamilliaSanes JohnScurti MorganFreeman TakayoFischer YulVazquez AnnRobinson GeneBarry DanielEricGold ChanningTatum DempseyPappion LisaAnnWalter LennyVenito RickGonzalez DavidAlanBasche RozAbrams MarlonYoung JohnEddins AmyRyan JimHanna JamesDuMont TravisAaronWade ColumbusShort TomKenny TySimpkins StevenSpielberg"
783,11007,Cheaper by the Dozen,"the baker brood moves to chicago after patriarch tom gets a job coaching football at northwestern university, forcing his writer wife, mary, and the couple's 12 children to make a major adjustment. the transition works well until work demands pull the parents away from home, leaving the kids bored -- and increasingly mischievous. Comedy bigfamily newjob aspiringactor smartkid SteveMartin BonnieHunt PiperPerabo TomWelling HilaryDuff KevinG.Schmidt AlysonStoner JacobSmith LilianaMumy MorganYork ForrestLandis BlakeWoodruff BrentKinsman BrentandShaneKinsman PaulaMarshall DavidKelsey AshtonKutcher ShawnLevy"
784,59,A History of Violence,an average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner. Drama Thriller Crime robbery doublelife dualidentity smalltown indiana distrust fight self-defense marriage familyrelationships mistakenidentity diner lawyer mobster violence attemptedrobbery ViggoMortensen MariaBello HeidiHayes AshtonHolmes WilliamHurt EdHarris PeterMacNeill StephenMcHattie GregBryk KyleSchmid SumelaKay GerryQuigley DeborahDrakeford BillMacDonald AidanDevine DavidCronenberg
785,69848,One Man's Hero,"one man's hero tells the little-known story of the ""st. patrick's battalion"" or ""san patricios,"" a group of mostly irish and other immigrants of the catholic faith who deserted to mexico after encountering religious and ethnic prejudice in the u.s. army during the mexican-american war. the plot centers around the personal story of john riley, an irishman who had been a sergeant in the american army who is commissioned as a captain in the mexican army and commands the battalion, as he leads his men in battle and struggles with authorities on both sides of the border Western Action Drama History war army battlefield chivalry TomBerenger JoaquimdeAlmeida DanielaRomo MarkMoses StuartGraham GreggFitzgerald DonWycherley WolfMuser LukeHayden IliaVolok PatrickBergin JamesGammon CarlosCarrasco StephenTobolowsky DermotMartin LanceHool"
786,90414,"I Love You, Don't Touch Me!","the story of a 25 year old virgin girl, looking for the right boyfriend, not realizing that ""the one"" has been next to her for many years. Comedy Romance womandirector MarlaSchaffel MitchellWhitfield MichaelHarris MeredithScottLynn JackMcGee DarrylTheirse JulieAriola NancySorel JulieDavis ShannonMcLeod JulieDavis"
787,652,Troy,"in year 1250 b.c. during the late bronze age, two emerging nations begin to clash. paris, the trojan prince, convinces helen, queen of sparta, to leave her husband menelaus, and sail with him back to troy. after menelaus finds out that his wife was taken by the trojans, he asks his brother agamemnom to help him get her back. agamemnon sees this as an opportunity for power. so they set off with 1,000 ships holding 50,000 greeks to troy. with the help of achilles, the greeks are able to fight the never before defeated trojans. Adventure Drama War brotherbrotherrelationship adultery mythology beauty trojanwar bravery wall fraud hostility epic swordfight battlefield ancientworld pyre ancientgreece trojanhorse trojan bronzeage spartagreece helenoftroy homer'siliad BradPitt OrlandoBloom EricBana BrianCox SeanBean BrendanGleeson DianeKruger PeterO'Toole RoseByrne SaffronBurrows GarrettHedlund VincentRegan JulieChristie NathanJones JohnShrapnel JamesCosmo NigelTerry JulianGlover TrevorEve FrankieFitzgerald WolfgangPetersen"
788,14369,Out Cold,"animal house meets casablanca in this outrageous snowboarding comedy. rick rambis and his friends are having the time of their lives on bull mountain until the legendary papa muntz' son decides to sell the mountain to sleazy land developer john majors, having the staff fired and turning bull mountain into 'yuppieville'. Comedy manager alcohol races mountains gondola snowboarding airplane father sport prank alaska malefemalerelationship drughumor hottub skiresort JasonLondon LeeMajors ZachGalifianakis VictoriaSilvstedt DavidKoechner WillieGarson A.J.Cook CarolineDhavernas FlexAlexander DerekHamilton LewisArquette BrendanMalloy EmmettMalloy"
789,10496,Bats,genetically mutated bats escape and it's up to a bat expert and the local sheriff to stop them. Horror Thriller mutation bat attack closedmine batattack boyeaten LouDiamondPhillips DinaMeyer BobGunton LeonRobinson CarlosJacott DavidMcConnell MarciaDangerfield OscarRowland JulianaJohnson NedBellamy GeorgeGerdes JamesSie LouisMorneau
790,12133,Step Brothers,"brennan huff and dale doback might be grown men. but that doesn't stop them from living at home and turning into jealous, competitive stepbrothers when their single parents marry. brennan's constant competition with dale strains his mom's marriage to dale's dad, leaving everyone to wonder whether they'll ever see eye to eye. Comedy becominganadult autonomy childhoodtrauma hostility stepbrother slacker manchild aftercreditsstinger duringcreditsstinger WillFerrell JohnC.Reilly MarySteenburgen RichardJenkins AdamScott KathrynHahn AndreaSavage RobRiggle SethRogen LoganManus LuriePoston ShiraPiven WayneFederman KrystalEllsworth MattWalsh KenJeong AdamMcKay"
791,36658,X2,"professor charles xavier and his team of genetically gifted superheroes face a rising tide of anti-mutant sentiment led by col. william stryker. storm, wolverine and jean grey must join their usual nemeses – magneto and mystique – to unhinge stryker's scheme to exterminate all mutants. Adventure Action ScienceFiction Thriller mutant marvelcomic superhero basedoncomicbook superhuman PatrickStewart HughJackman IanMcKellen HalleBerry FamkeJanssen JamesMarsden RebeccaRomijn BrianCox AlanCumming BruceDavison KellyHu AnnaPaquin ShawnAshmore AaronStanford KatieStuart KeaWong BryceHodgson ShaunaKain MichaelReidMacKay LaykeAnderson DanielCudmore MichaelDougherty DanHarris BryanSinger CotterSmith ChiaraZanni TedFriend AaronDouglas RogerCross NolanGerardFunk SteveBacic BryanSinger"
792,256092,Drive Hard,a former race car driver is abducted by a mysterious thief and forced to be the wheel-man for a crime that puts them both in the sights of the cops and the mob. Action Comedy Crime ThomasJane JohnCusack ZoeVentoura DamienGarvey ChristopherMorris YesseSpence AndrewBuchanan JulieBrandt-Richards NyawudaChuol SamCotton CaitlinDuff LachlanHalliwell VictoriaLiu AvrilMaas MegLucas BrookeMelling MaryO'Neill BrianTrenchard-Smith
793,146227,Getaway,"former race car driver brent magna (hawke) is pitted against the clock. desperately trying to save the life of his kidnapped wife, brent commandeers a custom ford shelby gt500 super snake, taking it and its unwitting owner (gomez) on a high-speed race against time, at the command of the mysterious villain holding his wife hostage. Action Crime EthanHawke SelenaGomez JonVoight PaulFreeman BrucePayne RebeccaBudig DimoAlexiev VelislavPavlov DejanAngelov PeeweePiemonte IvayloGeraskov EstebanCueto CourtneySolomon"
794,172533,Drinking Buddies,"weekend trips, office parties, late night conversations, drinking on the job, marriage pressure, biological clocks, holding eye contact a second too long… you know what makes the line between “friends” and “more than friends” really blurry? beer. Romance Drama malefemalerelationship co-worker relationship mumblecore OliviaWilde JakeJohnson AnnaKendrick RonLivingston TiWest JasonSudeikis MikeBrune FrankV.Ross MichaelGaertner KristinDavis JimCiback AliciaVanCouvering MichaelZeller JoeSwanberg JoeSwanberg"
795,109451,Cloudy with a Chance of Meatballs 2,"after the disastrous food storm in the first film, flint and his friends are forced to leave the town. flint accepts the invitation from his idol chester v to join the live corp company, which has been tasked to clean the island, and where the best inventors in the world create technologies for the betterment of mankind. when flint discovers that his machine still operates and now creates mutant food beasts like living pickles, hungry tacodiles, shrimpanzees and apple pie-thons, he and his friends must return to save the world. Animation Family Comedy inventor food scientist BillHader AnnaFaris JamesCaan WillForte AndySamberg BenjaminBratt NeilPatrickHarris TerryCrews KristenSchaal CodyCameron MelissaSturm KrisPearn CraigKellman KhamaniGriffin BridgetHoffman CodyCameron KrisPearn"
796,38543,Ironclad,"in the year 1215, the rebel barons of england have forced their despised king john to put his royal seal on the magna carta, a seminal document that upheld the rights of free men. yet within months of pledging himself to the great charter, the king reneged on his word and assembled a mercenary army on the south coast of england with the intention of bringing the barons and the country back under his tyrannical rule. barring his way stood the mighty rochester castle, a place that would become the symbol of the rebel's momentous struggle for justice and freedom. Romance Adventure Action History ambush hero fight castle battlefield duel king orderofthetemplars JamesPurefoy KateMara JasonFlemyng PaulGiamatti BrianCox DerekJacobi CharlesDance AneurinBarnard JamieForeman MackenzieCrook RhysParryJones VladimirKulich DavidMelville AnnabelleApsion SteffanRhodri DanielO'Meara BreeCondon GuySiner MarcusHoyland JohnPierceJones JeffJones CeriMears KennethCollard WynBowenHarries DewiWilliams JohnWeldon LauraSibbick EdwardManning SimonNader StevePurbrick PeterBartfay DanBurman IanM.Court DavidHarkus GeraldRoystonHorler RhysHorler RhiLouise StuartMager ChristianMorgan StevieRaine CarltonVenn JonathanEnglish"
797,1587,What's Eating Gilbert Grape,"gilbert has to care for his brother arnie and his obese mother, which gets in the way when love walks into his life. Romance Drama brotherbrotherrelationship mentallydisabled iowa widow dysfunctionalfamily independentfilm JohnnyDepp LeonardoDiCaprio JulietteLewis DarleneCates MarySteenburgen LauraHarrington MaryKateSchellhardt JohnC.Reilly KevinTighe CrispinGlover RobertB.Hedges GeorgeHaynes CameronFinley MonaLeeFultz PenelopeBranning KayBower TimSimek JoeStevens TimGreen SusanLoughran BradyColeman MarkJordan NicholasStojanovich DanielGullahorn LibbyVillari LasseHallström"
798,72571,Paranormal Activity 3,"in 1988, evil begins to terrorize young sisters katie and kristi for the first time when an invisible entity resides in their home. Horror witch sistersisterrelationship sequel prequel haunting foundfootage KatieFeatherston SpragueGrayden LaurenBittner ChristopherNicholasSmith ChloeCsengery JessicaTylerBrown MarilynAlex DustinIngram JessicaBerger MariaOlsen HallieFoote HenryJoost ArielSchulman"
799,8293,Howards End,"merchant ivory’s adaptation of em forster’s classic 1910 novel, starring emma thompson, helena bonham carter, anthony hopkins & vanessa redgrave returns to the big screen in a beautiful new 4k restoration. stunning location photography, lavishly detailed sets & elegant period costumes, this compelling saga follows the interwoven fates and misfortunes of three families amid the changing times of edwardian england. it tells the story of two free-spirited, cosmopolitan sisters, margaret (emma thompson) and helen schlegel (helena bonham carter), who collide with the world of the very wealthy ­­– one sister benefiting from the acquaintance with the wilcoxes (owners of the beloved country home howards end), the other all but destroyed by it. anthony hopkins is the conservative industrialist henry wilcox and vanessa redgrave is his ailing wife ruth wilcox. Drama Romance basedonnovel sistersisterrelationship empowerment sister turnofthecentury edwardianengland VanessaRedgrave HelenaBonhamCarter EmmaThompson PrunellaScales AnthonyHopkins JosephBennett AdrianRossMagenty JoKendall SamuelWest JamesWilby JemmaRedgrave CrispinBonham-Carter SimonCallow JamesIvory"
800,35691,Letters to God,"a young boy fighting cancer writes letters to god, touching lives in his neighborhood and inspiring hope among everyone he comes in contact. an unsuspecting substitute postman, with a troubled life of his own, becomes entangled in the boy's journey and his family by reading the letters. they inspire him to seek a better life for himself and his own son he's lost through his alcohol addiction. Action Drama Family Thriller letter hope postman god cancer independentfilm aftercreditsstinger RobynLively JeffreyJohnson BaileeMadison MareeCheatham TannerMaguire MichaelBolten RalphWaite DennisNeal CrisCunningham L.DerekLeonidoff ChristopherSchmidt AverySommers AmandaBest AndreaConte LisaCurtis DavidNixon PatrickDoughtie"
801,208763,Forbidden Kingdom,"early 18th century. cartographer jonathan green undertakes a scientific voyage from europe to the east. having passed through transylvania and crossed the carpathian mountains, he finds himself in a small village lost in impassible woods. nothing but chance and heavy fog could bring him to this cursed place. people who live here do not resemble any other people which the traveler saw before that. the villagers, having dug a deep moat to fend themselves from the rest of the world, share a naive belief that they could save themselves from evil, failing to understand that evil has made its nest in their souls and is waiting for an opportunity to gush out upon the world. Thriller Adventure Mystery Fantasy monster mystic church demon witchcraft science darkfantasy 3d JasonFlemyng AlekseyChadov AgniyaDitkovskite YuriyTsurilo OlgaZaytseva AleksandrYakovlev IgorJijikine ValeriyZolotukhin NinaRuslanova ViktorBychkov IvanMokhovikov AnatoliyGushchin AlekseiPetrukhin AleksandrKarpov AlekseyOgurtsov EmmaCerná RuslanUstinov NatalyaUstinova OlegTaktarov AndreySmolyakov CharlesDance AnnaChurina OlegStepchenko"
802,253290,Butterfly Girl,"abbie came of age in honky tonks, defying her life threatening disease, but all the while longing for an identity of her own. now that she is 18, how much is she willing to sacrifice for her independence? Documentary womandirector CaryBell"
803,71469,The Darkest Hour,"in moscow, five young people lead the charge against an alien race which has attacked earth via our power supply. Horror Action Thriller ScienceFiction alieninvasion americanabroad moscow unlikelyheroes failedbusiness EmileHirsch RachaelTaylor OliviaThirlby JoelKinnaman MaxMinghella VeronikaOzerova DatoBakhtadze YuriyKutsenko NikolayEfremov GeorgiyGromov ArturSmolyaninov AnnaRoudakova PyotrFyodorov IvanGromov AleksandrChernykh ChrisGorak"
804,7345,There Will Be Blood,"when ruthless oil prospector, daniel plainview learns of oil-rich land in california that can be bought cheaply, he moves his operation there and begins manipulating and exploiting the local landowners into selling him their property. using his young adopted son to project the image of a caring family man, plainview gains the cooperation of almost all the locals with lofty promises to build schools and cultivate the land to make their community flourish. over time, plainview's gradual accumulation of wealth and power causes his true self to surface, and he begins to slowly alienate himself from everyone in his life. Drama brotherbrotherrelationship deaf-mute americandream fanatic pipeline petrol father stepfather oil money killer alcoholic DanielDay-Lewis PaulDano DillonFreasier CiaránHinds KevinJ.O'Connor HopeElizabethReeves ColleenFoy BarryDelSherman DavidWillis HansHowes SydneyMcCallister PaulF.Tompkins KevinBreznahan JimMeskimen EricaSullivan RandallCarver JamesDowney DavidWarshofsky CharlesThomasDoyle RussellHarvard MaryElizabethBarrett BradCarr RhondaReeves BeauSmith PaulThomasAnderson"
805,10681,WALL·E,"wall·e is the last robot left on an earth that has been overrun with garbage and all humans have fled to outer space. for 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. when a ship arrives with a sleek new type of robot, wall·e thinks he's finally found a friend and stows away on the ship when it leaves. Animation Family romanticcomedy BenBurtt ElissaKnight JeffGarlin FredWillard JohnRatzenberger KathyNajimy TeresaGanzel LaraineNewman MacInTalk TeddyNewton BobBergen JohnCygan PeteDocter PaulEiding DonaldFullilove JessHarnell SherryLynn MickieMcGowan LoriAlan ColetteWhitaker JanRabson JeffPidgeon LoriRichardson AndrewStanton JimWard KimKopf AngusMacLane GarrettPalmer SigourneyWeaver AndrewStanton"
806,10280,Thinner,"a fat lawyer finds himself growing ""thinner"" when an old gypsy man places a hex on him. now the lawyer must call upon his friends in organized crime to help him persuade the gypsy to lift the curse. time is running out for the desperate lawyer as he draws closer to his own death, and grows ever thinner. Horror Thriller blowjob curse fatsuit stevenking RobertJohnBurke JoeMantegna LucindaJenney MichaelConstantine KariWuhrer BethanyJoyLenz DanielvonBargen StephenKing EdWheeler WalterBobbie TomHolland"
807,9533,Red Dragon,"former fbi agent will graham, who was once almost killed by the savage hannibal 'the cannibal' lecter, now has no choice but to face him again, as it seems lecter is the only one who can help graham track down a new serial killer. Crime Thriller Horror psychopath serialkiller fbiagent AnthonyHopkins EdwardNorton RalphFiennes HarveyKeitel EmilyWatson PhilipSeymourHoffman Mary-LouiseParker AnthonyHeald KenLeung FrankieFaison TylerPatrickJones FrankWhaley BillDuke LaloSchifrin BrettRatner"
808,7304,Running Scared,"after a drug-op gone bad, joey gazelle is put in charge of disposing the gun that shot a dirty cop. but things goes wrong for joey after the neighbor kid stole the gun and used it to shoot his abusive father. now joey has to find the kid and the gun before the police and the mob find them first. Action Crime Drama Thriller icehockey racism pedophile throatslitting shotinthestomach headblownoff policeinvestigation pistolwhip shotintheshoulder childusesgun ankleholster breakingfinger PaulWalker CameronBright VeraFarmiga ChazzPalminteri KarelRoden JohnnyMessner IvanaMiličević AlexNeuberger MichaelCudlitz BruceAltman ElizabethMitchell ArthurJ.Nascarella JohnNoble IdalisDeLeón DavidWarshofsky WayneKramer"
809,37950,Charlie St. Cloud,"accomplished sailor charlie st. cloud has the adoration of his mother claire and his little brother sam, as well as a college scholarship that will lead him far from his sleepy pacific northwest hometown. but his bright future is cut short when a tragedy strikes and takes his dreams with it. after his high-school classmate tess returns home unexpectedly, charlie grows torn between honoring a promise he made four years earlier and moving forward with newfound love. and as he finds the courage to let go of the past for good, charlie discovers the soul most worth saving is his own. Drama brotherbrotherrelationship basedonnovel sailing ghost youngadult ZacEfron AmandaCrew CharlieTahan AugustusPrew DonalLogue KimBasinger RayLiotta DaveFranco TeganMoss JuliaMaxwell MattWard DesireeZurowski AdrianHough JillTeed MilesChalmers JesseWheeler NatashaDenis ValerieTian BrennaO'Brien GraceSherman MarciT.House TedWhittall PaulChevreau PaulDuchart DarrenDolynski BurrSteers"
810,361505,Me You and Five Bucks,"a womanizing yet lovable loser, charlie, a waiter in his early 30's who dreams of selling his book entitled ""7 steps of healing the male broken heart"" finds himself still working in restaurants to survive in the big apple. low on cash, he's left with no other choice but to look for a roommate to share his tiny studio. surprisingly, the first person to answer the ad is his ex and only love of his life pam, who broke his heart and disappeared without reason and the inspiration behind his book. the pam he remembered was a youthful spirit with lots of money who is now broke and disheveled. a new story begins and it is up to charlie to find out why she ran out on him and what's happened to her over the past three years. with a potential new love in his life, he must gather the strength to help pam get back on her feet without rekindling old feelings. Romance Comedy Drama"
811,13888,Return to the Blue Lagoon,"in this sequel to the 1980 classic, two children are stranded on a beautiful island in the south pacific. with no adults to guide them, the two make a simple life together and eventually become tanned teenagers in love. Drama Adventure Romance island marooned pacificisland teenager desertedisland tropicalisland MillaJovovich BrianKrause LisaPelikan CourtneyBarilla GaretteRatliffHenson BrianBlain EmmaJames JacksonBarton NanaCoburn PeterHehir AlexanderPetersons JohnMann WaynePygram JohnDicks GusMercurio WilliamA.Graham"
812,274167,Daddy's Home,"the story of a mild-mannered radio executive (ferrell) who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids. Comedy daddyshome WillFerrell MarkWahlberg LindaCardellini ThomasHadenChurch ScarlettEstevez OwenVaccaro BobbyCannavale HannibalBuress JohnCena AlessandraAmbrosio DidiCostine BillBurr JamieDenbo LaMonicaGarrett PaulScheer KerryCahill MarkL.Young OliviaReneeDupepe BillySlaughter DaveDavis JamesHarlonPalmer SeanAnders"
813,10533,The Scarlet Letter,"set in puritanical boston in the mid 1600s, the story of seamstress hester prynne, who is outcast after she becomes pregnant by a respected reverend. she refuses to divulge the name of the father, is ""convicted"" of adultery and forced to wear a scarlet ""a"" until an indian attack unites the puritans and leads to a reevaluation of their laws and morals. Drama History Romance basedonnovel burningofwitches puritan pregnancy perioddrama extramaritalaffair DemiMoore GaryOldman RobertDuvall RobertProsky EdwardHardwicke JoanPlowright RoyDotrice LarissaLaskin AmyWright DanaIvey LisaAndoh RolandJoffé"
814,72559,G.I. Joe: Retaliation,"framed for crimes against the country, the g.i. joe team is terminated by presidential order. this forces the g.i. joes into not only fighting their mortal enemy cobra; they are forced to contend with threats from within the government that jeopardize their very existence. Adventure Action ScienceFiction Thriller terror assassin secret technology missile warhead president rescue conspiracy explosion battle surveillance cobra DwayneJohnson D.J.Cotrona AdriannePalicki BruceWillis RayPark ChanningTatum LeeByung-hun ElodieYung RayStevenson LukeBracey JonathanPryce RZA ArnoldVosloo JoeChrest DeRayDavis RaviNaidu TerryDaleParks GrantGoodman ChipCarriere JosephMazzello JonM.Chu"
815,11371,The Score,an aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist. Action Crime Thriller quebec jewel scepter customshouse jewelryheist blueprint assumedidentity schematic voiceover surveillancecamera onelastjob RobertDeNiro EdwardNorton MarlonBrando AngelaBassett PaulSoles JamieHarrold SergeHoude MarkCamacho GaryFarmer MartinDrainville ClaudeDespins RichardWaugh Marie-JoséeColburn ThinhTruongNguyen CarloEssagian ChristianTessier LenieScoffié BobbyBrown MauriceDemers EricHoziel RichardZeman CassandraWilson MoseAllison Jean-RenéOuellet FrankOz
816,43595,She Done Him Wrong,"new york singer and nightclub owner lady lou has more men friends than you can imagine. unfortunately one of them is a vicious criminal who's escaped and is on the way to see ""his"" girl, not realising she hasn't exactly been faithful in his absence. help is at hand in the form of young captain cummings a local temperance league leader though. Comedy singer nightclubowner MaeWest CaryGrant OwenMoore GilbertRoland NoahBeery DavidLandau RafaelaOttiano DeweyRobinson RochelleHudson TammanyYoung FuzzyKnight GraceLaRue RobertHomans LouiseBeavers LowellSherman"
